author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Webster;real_estate_agent;https://www.cian.ru/sale/flat/297759290/;Москва;sale;flat;7;8;4;233.0;230000000;Хамовники;1-й Зачатьевский переулок;5;Парк Культуры;Новая Остоженка
ID 413522;realtor;https://www.cian.ru/sale/flat/291398977/;Москва;sale;flat;9;11;4;199.37;240000000;Хамовники; Усачева;11И;Спортивная;Садовые кварталы
Максим Вахонин;realtor;https://www.cian.ru/sale/flat/298470038/;Москва;sale;flat;3;7;4;170.0;240000000;Якиманка;Софийская набережная;10Д;Боровицкая;Золотой, жилой квартал 1
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/299638326/;Москва;sale;flat;40;59;4;175.2;243000000;Пресненский;набережная Пресненская;6с2;Деловой центр;Imperia Tower
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/298637756/;Москва;sale;flat;19;21;4;138.57;243250000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/300058175/;Москва;sale;flat;6;11;4;168.3;250000000;Хамовники;2-я Фрунзенская ;8;Фрунзенская;Андреевский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/286619418/;Москва;sale;flat;7;13;4;156.0;250000000;Хамовники; Усачева;11Б;Спортивная;Садовые кварталы
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297725137/;Москва;sale;flat;6;7;4;220.0;260000000;Хамовники;1-й Зачатьевский переулок;4;Кропоткинская;
TWEED;real_estate_agent;https://www.cian.ru/sale/flat/297449287/;Москва;sale;flat;6;7;4;215.0;260000000;Хамовники;1-й Зачатьевский переулок;4;Кропоткинская;
Московский Квартал;real_estate_agent;https://www.cian.ru/sale/flat/299232018/;Москва;sale;flat;7;17;4;208.0;265000000;Арбат;Малый Новопесковский переулок;8;Смоленская;Дом на Смоленской набережной
IKON Development;developer;https://www.cian.ru/sale/flat/299163272/;Москва;sale;flat;21;21;4;212.7;276510000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/278448946/;Москва;sale;flat;5;16;4;192.1;277723500;Арбат; Новый Арбат;27;Смоленская;Новый Арбат
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/299604103/;Москва;sale;flat;6;6;4;340.0;277723500;Якиманка; Большая Полянка;61С2;Добрынинская;
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/275875799/;Москва;sale;flat;4;8;4;201.6;290000000;Хамовники;Погодинская ;4;Фрунзенская;GRAND DELUXE на Плющихе
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/297945629/;Москва;sale;flat;8;9;4;191.0;296050000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/296072737/;Москва;sale;flat;12;12;4;176.0;299000000;Арбат;Малый Новопесковский переулок;8;Смоленская;Дом на Смоленской набережной
IKON Development;developer;https://www.cian.ru/sale/flat/299163288/;Москва;sale;flat;21;21;4;241.9;314470000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/287967334/;Москва;sale;flat;5;8;4;261.0;324010750;Пресненский;Малый Козихинский переулок;7;Пушкинская;
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/293069719/;Москва;sale;flat;2;10;4;262.02;330000000;Раменки;Минская ;2Вк3;Минская;Снегири Эко
Егор Холодов;realtor;https://www.cian.ru/sale/flat/275749328/;Москва;sale;flat;15;15;4;237.0;330000000;Пресненский;2-я Звенигородская ;12С29;Улица 1905 года;Lucky
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/289514740/;Москва;sale;flat;2;5;4;128.0;343080000;Хамовники;Пречистенская набережная;43;Кропоткинская;Carré Blanc
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298333739/;Москва;sale;flat;6;7;4;281.51;347734754;Якиманка;переулок 2-й Хвостов;8;Полянка;Титул на Якиманке
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/296467715/;Москва;sale;flat;4;6;4;177.0;350000000;Хамовники;Пожарский переулок;3;Кропоткинская;Villa Grace
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299899149/;Москва;sale;flat;5;6;4;245.0;370000000;Таганский;Серебряническая набережная;19;Чкаловская;АртХаус
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298796112/;Москва;sale;flat;9;9;4;207.6;415000000;Раменки;Мосфильмовская ;1Б;Ломоносовский проспект;Вишневый сад
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/290868025/;Москва;sale;flat;3;7;4;215.0;416585250;Хамовники;переулок Коробейников;1;Парк Культуры;Кристалл Хаус
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298796115/;Москва;sale;flat;9;9;4;214.6;429000000;Раменки;Мосфильмовская ;1Б;Ломоносовский проспект;Вишневый сад
Sminex;developer;https://www.cian.ru/sale/flat/294328888/;Москва;sale;flat;5;6;4;201.8;459810000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291590047/;Москва;sale;flat;4;7;4;252.3;486000000;Хамовники;Большой Левшинский переулок;11;Смоленская;Дворянское гнездо
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/299925208/;Москва;sale;flat;4;7;4;252.3;486000000;Хамовники;Большой Левшинский переулок;11;Смоленская;Дворянское гнездо
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/299380869/;Москва;sale;flat;11;11;4;303.0;500990940;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/272126679/;Москва;sale;flat;11;15;4;227.64;569100000;Хамовники; Усачева;15кА;Спортивная;Садовые кварталы
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/289182693/;Москва;sale;flat;4;6;4;231.1;577750000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
Capital Group;developer;https://www.cian.ru/sale/flat/296119409/;Москва;sale;flat;4;4;4;251.8;650000000;Якиманка;Софийская набережная;10Д;Боровицкая;Золотой, жилой квартал 1
Sminex;developer;https://www.cian.ru/sale/flat/298240289/;Москва;sale;flat;6;8;4;250.3;736890000;Якиманка;;;Полянка;Лаврушинский ЖК
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/299925024/;Москва;sale;flat;7;7;4;273.8;765000000;Хамовники;Большой Левшинский переулок;11;Смоленская;Дворянское гнездо
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/295739661/;Москва;sale;flat;5;6;4;101.0;5950000;; Жемчужная;1к5;Филатов Луг;Марьино Град
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299249630/;Москва;sale;flat;2;9;4;70.3;11000000;; Рабочая;2;Щербинка;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299241499/;Москва;sale;flat;4;9;4;63.1;12000000;Солнцево;Родниковая ;18;Солнцево;
А101;developer;https://www.cian.ru/sale/flat/292132120/;Москва;sale;flat;3;15;4;64.6;12415089;;;;Коммунарка;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/295212462/;Москва;sale;flat;4;19;4;67.1;12508906;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292131197/;Москва;sale;flat;9;16;4;64.1;12608150;;;;Ольховая;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/292131470/;Москва;sale;flat;15;15;4;77.7;12984651;;;;Коммунарка;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/296666818/;Москва;sale;flat;2;19;4;77.9;13465254;;;;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296071309/;Москва;sale;flat;2;19;4;78.0;13411740;;;7.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296397712/;Москва;sale;flat;3;9;4;78.5;13727421;;;;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295212268/;Москва;sale;flat;4;22;4;65.4;13804571;;;5.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295212745/;Москва;sale;flat;6;18;4;78.2;14061585;;;5.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/290985995/;Москва;sale;flat;9;16;4;64.4;14143760;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296805002/;Москва;sale;flat;3;18;4;66.4;14194606;;;6.1.1;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279343492/;Москва;sale;flat;11;19;4;72.6;14393906;;;к2.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299534463/;Москва;sale;flat;4;13;4;66.0;14341172;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/294605790/;Москва;sale;flat;6;14;4;64.6;14336934;;;3.2;Бунинская аллея;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296397778/;Москва;sale;flat;3;9;4;77.6;14448499;;;;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/291012515/;Москва;sale;flat;4;21;4;67.3;14687432;;;6.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292015944/;Москва;sale;flat;6;9;4;75.6;14561112;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295212523/;Москва;sale;flat;10;19;4;78.5;14612781;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292130772/;Москва;sale;flat;2;15;4;80.2;14580681;;;;Коммунарка;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/296397635/;Москва;sale;flat;3;9;4;75.2;14554058;;;;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/290986010/;Москва;sale;flat;14;17;4;65.5;14777564;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/286729947/;Москва;sale;flat;16;17;4;65.3;14881193;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/295212250/;Москва;sale;flat;2;22;4;81.2;14918750;;;5.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299534137/;Москва;sale;flat;2;14;4;79.0;14935758;;;;Бунинская аллея;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/293278239/;Москва;sale;flat;8;10;4;64.1;14911604;;;2.4;Бунинская аллея;Дзен-кварталы ЖК
;;https://www.cian.ru/sale/flat/288409406/;Москва;sale;flat;2;25;4;73.44;14820192;Люблино;Юго-Восточный ао;к26;Перерва;Светлый Мир Станция Л ЖК
А101;developer;https://www.cian.ru/sale/flat/291011969/;Москва;sale;flat;2;21;4;67.7;15125077;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296804993/;Москва;sale;flat;2;18;4;78.1;15134005;;;6.1.1;Коммунарка;Дзен-кварталы ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/299656016/;Москва;sale;flat;3;15;4;62.9;15106284;Молжаниновский;Ленинградское шоссе;228к6;Подрезково;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/291010045/;Москва;sale;flat;3;18;4;66.7;15408096;;;37.2.2;Бунинская аллея;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/280208459/;Москва;sale;flat;10;18;4;69.6;15444438;;;2.1;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/281682807/;Москва;sale;flat;15;18;4;69.4;15401310;;;1.3;Коммунарка;Дзен-кварталы ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/299656063/;Москва;sale;flat;10;15;4;68.3;15404894;Молжаниновский;Ленинградское шоссе;228к6;Подрезково;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/299534983/;Москва;sale;flat;4;15;4;75.4;15549554;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/299534978/;Москва;sale;flat;3;15;4;75.6;15496404;;;;Коммунарка;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/292132291/;Москва;sale;flat;2;15;4;86.3;15574663;;;;Ольховая;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/291010108/;Москва;sale;flat;8;18;4;66.3;15736180;;;37.2.2;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/292004968/;Москва;sale;flat;8;10;4;64.1;15650895;;;2.2;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296819804/;Москва;sale;flat;6;23;4;77.4;15635178;;;;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296805473/;Москва;sale;flat;2;18;4;66.9;15724309;;;6.1.1;Улица Горчакова;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296397526/;Москва;sale;flat;5;10;4;89.3;15678035;;;;Толстопальцево;Родные кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/291012502/;Москва;sale;flat;3;21;4;78.7;15889776;;;6.1;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/277903960/;Москва;sale;flat;13;16;4;86.9;15754808;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/277902551/;Москва;sale;flat;10;19;4;72.8;15873646;;;к1.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292131641/;Москва;sale;flat;6;15;4;85.0;15849100;;;;Коммунарка;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/289992357/;Москва;sale;flat;14;16;4;65.5;15893179;;;3.5;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296819824/;Москва;sale;flat;8;23;4;77.7;15836513;;;;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/294605816/;Москва;sale;flat;9;10;4;64.1;15841827;;;1.4;Коммунарка;Дзен-кварталы ЖК
ID 12464961;unknown;https://www.cian.ru/sale/flat/299653034/;Москва;sale;flat;1;5;4;130.0;16000000;Перово; 2-я Энтузиастов;5к41;Авиамоторная;
А101;developer;https://www.cian.ru/sale/flat/279343568/;Москва;sale;flat;19;19;4;72.4;15976113;;;к2.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299534494/;Москва;sale;flat;7;13;4;78.3;16021572;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/295893558/;Москва;sale;flat;14;24;4;78.7;15953649;;;3.1;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299397313/;Москва;sale;flat;3;17;4;79.0;16077691;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296666827/;Москва;sale;flat;4;19;4;94.4;16191138;;;;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/297470840/;Москва;sale;flat;2;18;4;91.6;16160829;;;37.2.2;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/291009718/;Москва;sale;flat;3;18;4;66.6;16165344;;;37.2.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/289129394/;Москва;sale;flat;10;15;4;62.1;16181360;;;к10.1.2;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/289991763/;Москва;sale;flat;8;12;4;64.4;16094821;;;3.6;Бунинская аллея;Дзен-кварталы ЖК
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/299643993/;Москва;sale;flat;4;5;4;63.0;16300000;Косино-Ухтомский;Оренбургская ;13К1;Улица Дмитриевского;
А101;developer;https://www.cian.ru/sale/flat/289129591/;Москва;sale;flat;12;15;4;64.1;16212973;;;к10.1.2;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/280245018/;Москва;sale;flat;12;18;4;69.4;16315667;;;2.3;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279343004/;Москва;sale;flat;7;9;4;77.0;16521219;;;к2.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/291009732/;Москва;sale;flat;8;18;4;66.2;16509456;;;37.2.1;Улица Старокачаловская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/286729912/;Москва;sale;flat;13;17;4;78.4;16678747;;;к3.4;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/280208491/;Москва;sale;flat;12;18;4;69.4;16646156;;;2.1;Бунинская аллея;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/279713010/;Москва;sale;flat;11;18;4;69.4;16655117;;;1.1;Бунинская аллея;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/297483139/;Москва;sale;flat;2;21;4;87.8;16863696;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/297483138/;Москва;sale;flat;2;21;4;86.5;16864033;;;6.1;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/286729800/;Москва;sale;flat;2;17;4;90.0;16711336;;;к3.4;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/296666814/;Москва;sale;flat;2;19;4;101.2;16733082;;;;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/277903984/;Москва;sale;flat;16;16;4;81.2;16897020;;;к1.3;Бунинская аллея;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299534089/;Москва;sale;flat;2;9;4;84.0;16993200;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/299534092/;Москва;sale;flat;2;9;4;74.2;16991800;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/289129678/;Москва;sale;flat;3;15;4;72.6;17032229;;;к10.1.2;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/293986948/;Москва;sale;flat;2;17;4;65.9;17066356;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/292609143/;Москва;sale;flat;15;17;4;77.4;17173481;;проспект Прокшинский;;Филатов Луг;Прокшино
А101;developer;https://www.cian.ru/sale/flat/297457351/;Москва;sale;flat;2;16;4;91.5;17099877;;;3.5;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/290985998/;Москва;sale;flat;2;19;4;104.5;17334151;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/298499113/;Москва;sale;flat;4;17;4;65.5;17362963;;;25.1;Бунинская аллея;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/298498527/;Москва;sale;flat;6;15;4;72.4;17262194;;;к10.1.2;Филатов Луг;Прокшино ЖК
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/298058962/;Москва;sale;flat;3;9;4;63.0;17450000;Хорошево-Мневники;проспект Маршала Жукова;16К1;Хорошёво;
;;https://www.cian.ru/sale/flat/288409374/;Москва;sale;flat;4;25;4;79.23;17573214;Люблино;Юго-Восточный ао;к26;Перерва;Светлый Мир Станция Л ЖК
А101;developer;https://www.cian.ru/sale/flat/277903041/;Москва;sale;flat;2;17;4;88.3;17594511;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299534090/;Москва;sale;flat;2;9;4;100.1;17727710;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/299534135/;Москва;sale;flat;2;14;4;77.3;17578020;;;;Коммунарка;Скандинавия
1-й ДСК;developer;https://www.cian.ru/sale/flat/299350393/;Москва;sale;flat;8;14;4;90.7;17569361;Молжаниновский;Ленинградское шоссе;228к7;Новоподрезково;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/293987019/;Москва;sale;flat;8;17;4;65.1;17842430;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/292608744/;Москва;sale;flat;8;16;4;77.6;17877108;;;;Прокшино;Прокшино ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/297032899/;Москва;sale;flat;4;14;4;89.6;17834746;Молжаниновский;Ленинградское шоссе;228к7;Новоподрезково;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/288193964/;Москва;sale;flat;5;16;4;72.5;18063677;;;28.1;Коммунарка;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/288124627/;Москва;sale;flat;2;16;4;81.6;17925505;;;28.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293987155/;Москва;sale;flat;2;14;4;70.2;17923767;;;25.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293987365/;Москва;sale;flat;5;17;4;65.2;18028458;;;25.2;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293987339/;Москва;sale;flat;3;17;4;65.6;17932920;;;25.2;Коммунарка;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/292608773/;Москва;sale;flat;12;16;4;77.3;18079434;;;;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/278653791/;Москва;sale;flat;6;16;4;62.0;18041027;;;5.1.1;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/284411515/;Москва;sale;flat;2;18;4;91.2;18078344;;;1.1;Коммунарка;Дзен-кварталы ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/297033501/;Москва;sale;flat;3;14;4;85.7;17925312;Молжаниновский;Ленинградское шоссе;228к3;Беломорская;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/277903875/;Москва;sale;flat;2;16;4;107.4;18209141;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/277903118/;Москва;sale;flat;9;17;4;86.4;18222536;;;к1.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299616861/;Москва;sale;flat;12;15;4;61.5;18193693;;;6к1;Филатов Луг;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/293987154/;Москва;sale;flat;2;14;4;71.9;18226628;;;25.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/289992347/;Москва;sale;flat;13;16;4;78.5;18199661;;;3.5;Коммунарка;Дзен-кварталы ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/298271698/;Москва;sale;flat;2;15;4;101.1;18220293;Молжаниновский;Ленинградское шоссе;228к6;Подрезково;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/292015941/;Москва;sale;flat;2;9;4;106.5;18441725;;;к2.3;Улица Горчакова;Бунинские Кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/299633847/;Москва;sale;flat;14;18;4;92.7;18375909;;;;Улица Скобелевская;Скандинавия
А101;developer;https://www.cian.ru/sale/flat/288124635/;Москва;sale;flat;3;16;4;81.3;18439573;;;28.1;Коммунарка;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293986825/;Москва;sale;flat;4;17;4;78.5;18377035;;;25.1;Улица Скобелевская;Скандинавия ЖК
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/270537621/;Москва;sale;flat;4;16;4;132.0;18600000;Кокошкино дп; Дзержинского;6;;
А101;developer;https://www.cian.ru/sale/flat/297480156/;Москва;sale;flat;2;15;4;91.3;18568165;;;к10.1.2;Филатов Луг;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/289129594/;Москва;sale;flat;12;15;4;78.6;18637019;;;к10.1.2;Филатов Луг;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/297569208/;Москва;sale;flat;2;21;4;84.9;18574202;Южное Бутово;Бартеневская ;18к2;Бунинская аллея;Южные сады
1-й ДСК;developer;https://www.cian.ru/sale/flat/297032979/;Москва;sale;flat;2;15;4;109.8;18578929;Молжаниновский;Ленинградское шоссе;228к4;Беломорская;1-й Ленинградский
1-й ДСК;developer;https://www.cian.ru/sale/flat/298168326/;Москва;sale;flat;2;14;4;109.8;18501300;Молжаниновский;;;Беломорская;Первый Ленинградский ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/298951591/;Москва;sale;flat;4;14;4;101.1;18450750;Молжаниновский;;;Беломорская;Первый Ленинградский ЖК
А101;developer;https://www.cian.ru/sale/flat/293987185/;Москва;sale;flat;4;14;4;71.4;18765740;;;25.1;Коммунарка;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293987250/;Москва;sale;flat;9;14;4;69.2;18797795;;;25.1;Коммунарка;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/299020130/;Москва;sale;flat;16;16;4;75.0;18798668;;;5.1.3;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/280244540/;Москва;sale;flat;2;18;4;91.7;18718600;;;2.3;Ольховая;Дзен-кварталы ЖК
;;https://www.cian.ru/sale/flat/298481201/;Москва;sale;flat;3;25;4;84.31;18699958;Люблино;Юго-Восточный ао;к8;Братиславская;Светлый Мир Станция Л ЖК
А101;developer;https://www.cian.ru/sale/flat/293987904/;Москва;sale;flat;2;13;4;83.6;18869404;;;25.4;Бунинская аллея;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/293986893/;Москва;sale;flat;12;17;4;78.0;19038253;;;25.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/296435296/;Москва;sale;flat;2;30;4;94.8;19014189;Южное Бутово;к2.4;к2.4;Улица Горчакова;Южные Сады ЖК
А101;developer;https://www.cian.ru/sale/flat/290890907/;Москва;sale;flat;5;21;4;96.5;18874468;;;4.2;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/276682215/;Москва;sale;flat;14;16;4;72.8;19179044;;;к36.1.1;Улица Скобелевская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/290890891/;Москва;sale;flat;2;21;4;93.1;19063633;;;4.2;Коммунарка;Дзен-кварталы ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/298820759/;Москва;sale;flat;7;14;4;109.6;19174246;Молжаниновский;Ленинградское шоссе;228к5;Химки;1-й Ленинградский
А101;developer;https://www.cian.ru/sale/flat/294630790/;Москва;sale;flat;12;16;4;72.8;19280007;;;36.3.2;Улица Старокачаловская;Скандинавия ЖК
А101;developer;https://www.cian.ru/sale/flat/274078629/;Москва;sale;flat;12;30;4;83.9;19474843;Южное Бутово;к2.4;к2.4;Улица Горчакова;Южные Сады ЖК
