5,7,2,70.2,35,31300000
7,12,2,78.0,15,100500000
7,12,2,78.0,15,94500000
5,13,2,60.0,15,65200000
14,17,2,69.0,12,74300000
11,15,2,81.1,110,34600000
21,26,2,87.0,4,41200000
17,18,2,117.0,12,127400000
2,5,2,105.0,1,146000000
11,24,2,46.5,49,20900000
3,40,2,81.7,4,57000000
25,76,2,105.0,12,74200000
3,5,2,69.3,4,53100000
3,36,2,70.0,4,53900000
33,44,2,62.0,12,41300000
2,4,2,75.0,15,59200000
5,9,2,46.1,69,14600000
28,29,2,51.0,9,30000000
14,17,2,50.3,20,20100000
5,27,2,72.0,12,39300000
34,78,2,76.1,12,67100000
13,21,2,43.5,20,18800000
12,79,2,61.0,12,56800000
7,16,2,53.6,80,17200000
6,8,2,56.0,24,76100000
4,9,2,46.0,105,12600000
4,14,2,45.0,24,25400000
5,10,2,106.2,15,84900000
9,41,2,64.2,9,35800000
24,24,2,57.4,9,33100000
2,3,2,77.0,15,47600000
9,9,2,131.6,6,63200000
5,6,2,70.0,35,41600000
7,12,2,78.0,15,94500000
4,17,2,44.5,12,43600000
27,58,2,60.1,9,27000000
43,78,2,81.0,12,71400000
40,78,2,76.0,12,67000000
10,11,2,40.0,6,26700000
32,78,2,65.0,12,57300000
50,78,2,86.0,12,75800000
10,12,2,44.7,44,10700000
8,36,2,71.0,9,42500000
4,6,2,72.0,22,84800000
1,12,2,113.0,24,144900000
79,95,2,72.9,12,60300000
3,13,2,69.23,24,48000000
9,15,2,97.25,15,123500000
7,8,2,65.0,3,74600000
14,24,2,46.0,25,28200000
3,12,2,66.0,24,89700000
13,36,2,63.5,9,38100000
3,9,2,41.2,138,21500000
2,9,2,58.0,15,31300000
7,16,2,74.0,24,33500000
14,14,2,100.0,27,72800000
3,21,2,56.6,12,58900000
54,67,2,82.0,12,72300000
3,3,2,90.3,1,45800000
7,22,2,75.0,24,33900000
28,48,2,82.0,13,46200000
6,12,2,59.2,24,80500000
3,8,2,66.0,24,89700000
6,14,2,43.0,134,13200000
7,12,2,55.0,88,15800000
9,9,2,49.0,22,30500000
2,9,2,64.9,87,17800000
18,18,2,66.0,19,21000000
5,31,2,81.0,25,48300000
10,79,2,62.0,12,54700000
3,5,2,42.6,32,12400000
39,43,2,68.0,9,37900000
15,21,2,37.26,4,15400000
13,21,2,70.0,20,31500000
43,73,2,123.0,12,114600000
18,18,2,61.0,19,19400000
2,15,2,74.0,19,44100000
4,21,2,41.0,3,43300000
2,8,2,42.3,19,16100000
3,26,2,86.7,24,36900000
5,43,2,49.3,9,27200000
8,21,2,51.0,12,38600000
2,15,2,74.0,19,44100000
6,12,2,100.0,1,53500000
14,21,2,144.0,12,161900000
4,6,2,156.0,1,85100000
5,14,2,47.0,19,15800000
9,9,2,45.2,134,13500000
2,19,2,68.3,29,23900000
3,20,2,64.0,35,39200000
6,31,2,81.0,25,44900000
4,9,2,50.0,25,15400000
4,8,2,69.0,1,62600000
11,26,2,45.6,25,28000000
3,9,2,44.5,50,12000000
16,20,2,67.0,12,61200000
4,5,2,44.3,17,6800000
5,12,2,52.0,84,14200000
6,9,2,38.0,114,12700000
8,9,2,50.3,17,17500000
1,9,2,44.3,47,12000000
2,8,2,55.1,82,19400000
5,9,2,38.0,137,12000000
