3,16,1,34.8,2,12600000
2,37,1,40.3,4,26300000
9,41,1,40.5,4,29400000
16,40,1,41.1,4,30900000
20,22,1,38.4,8,12600000
34,58,1,43.0,9,24300000
2,25,1,37.0,11,8600000
20,25,1,36.0,13,15900000
9,52,1,30.0,9,15400000
22,33,1,34.4,9,16500000
17,58,1,30.0,9,14100000
18,48,1,42.4,9,21000000
7,48,1,42.0,9,23700000
56,58,1,38.0,9,20300000
6,9,1,33.2,19,16200000
5,9,1,35.0,21,10700000
5,5,1,30.0,4,11700000
37,37,1,48.0,4,36700000
23,43,1,45.0,9,26100000
30,43,1,46.0,9,23400000
4,26,1,46.0,25,31100000
2,9,1,41.4,15,20100000
63,66,1,86.0,12,83900000
4,5,1,30.3,15,20000000
13,14,1,38.7,30,18200000
7,9,1,34.6,32,13000000
4,9,1,32.7,34,10900000
9,9,1,40.0,36,10200000
4,6,1,39.3,4,17600000
2,9,1,58.8,15,31800000
2,5,1,36.2,38,10900000
8,9,1,33.0,39,11700000
29,34,1,42.5,40,13500000
17,17,1,38.0,40,11400000
3,11,1,34.5,42,12800000
3,9,1,32.0,44,10800000
11,26,1,46.0,25,31100000
3,25,1,47.0,25,34000000
4,9,1,32.6,45,9200000
8,9,1,35.0,47,10600000
9,16,1,36.0,48,10000000
2,14,1,38.3,40,9800000
7,23,1,38.0,42,11100000
13,16,1,37.5,48,10800000
6,13,1,26.8,30,11500000
3,9,1,33.7,17,8100000
12,12,1,38.7,50,9700000
9,12,1,39.0,26,10000000
25,25,1,46.3,51,15400000
6,12,1,35.2,31,10100000
4,5,1,51.4,53,12200000
3,9,1,38.7,54,10700000
4,15,1,43.6,17,11400000
15,22,1,38.6,56,13100000
4,5,1,29.7,4,12000000
5,12,1,37.8,57,8200000
8,12,1,34.9,44,10200000
1,5,1,30.2,17,5300000
12,17,1,37.9,59,11400000
2,17,1,40.2,60,10800000
8,17,1,38.0,46,10700000
9,9,1,36.0,46,10500000
9,17,1,38.0,40,9600000
