2,6,3,110.5,12,84800000
2,5,3,88.0,27,51900000
2,21,3,115.0,12,115400000
36,52,3,78.0,24,46500000
6,16,3,158.0,3,200600000
8,53,3,150.0,24,112300000
11,53,3,96.0,24,71900000
3,11,3,118.71,15,113400000
26,75,3,185.0,12,127500000
53,75,3,224.0,12,154400000
12,12,3,68.8,70,25900000
9,14,3,83.0,16,75700000
10,12,3,126.6,3,54400000
6,16,3,122.6,15,100900000
2,13,3,103.0,15,144000000
7,16,3,121.0,15,99600000
4,7,3,131.4,12,84700000
13,37,3,66.3,4,47600000
7,8,3,138.5,22,96800000
22,23,3,128.0,19,54300000
15,23,3,120.0,107,52300000
8,8,3,81.0,22,44100000
3,6,3,159.0,15,290100000
7,20,3,93.0,12,93200000
4,12,3,135.0,27,104400000
2,5,3,88.0,27,51900000
9,36,3,70.6,4,53000000
5,15,3,128.6,24,73100000
25,34,3,135.0,24,101100000
7,14,3,118.0,27,57100000
12,19,3,84.0,9,49200000
22,53,3,130.0,24,97400000
9,10,3,100.0,1,86200000
6,14,3,125.3,15,130800000
2,7,3,151.3,15,292500000
6,12,3,107.0,15,128700000
6,8,3,111.0,24,143400000
1,11,3,87.6,71,23800000
4,14,3,101.0,24,62900000
8,15,3,119.5,15,167400000
11,21,3,104.55,12,108800000
9,21,3,108.0,12,118300000
13,20,3,110.9,24,62000000
2,13,3,121.0,12,56200000
7,10,3,68.5,5,34200000
8,8,3,81.0,22,44100000
17,21,3,119.7,12,93100000
16,37,3,91.0,4,55000000
5,11,3,62.3,6,39500000
11,12,3,73.0,24,46000000
45,85,3,163.0,12,115100000
5,21,3,116.78,12,115000000
2,5,3,65.7,30,27100000
5,20,3,116.7,12,120800000
2,2,3,79.0,6,35900000
11,21,3,104.55,12,108800000
3,21,3,92.2,12,101000000
6,21,3,85.7,12,91500000
8,13,3,99.71,15,95200000
3,44,3,65.6,12,42500000
10,14,3,146.0,15,126100000
10,18,3,105.6,18,87200000
