8,18,4,122.6,12,137400000
8,53,4,100.0,12,59800000
15,15,4,237.0,12,266400000
3,10,4,180.0,24,200700000
1,15,4,124.7,3,58800000
1,7,4,202.0,15,393400000
2,7,4,161.6,22,259500000
8,14,4,94.0,24,50900000
4,10,4,199.0,24,175400000
21,22,4,101.0,26,23000000
5,8,4,178.2,1,453600000
18,44,4,195.0,24,162500000
35,36,4,101.0,9,52500000
2,6,4,198.0,33,139600000
3,14,4,250.0,15,228500000
3,9,4,238.2,24,317500000
10,18,4,101.2,95,22400000
9,31,4,123.0,9,46300000
6,25,4,98.0,24,43800000
35,48,4,109.6,5,54800000
4,51,4,100.0,12,59800000
5,5,4,127.5,1,61100000
10,25,4,98.0,24,55400000
9,10,4,115.0,5,50500000
4,30,4,127.3,3,69900000
9,34,4,180.0,28,83900000
4,4,4,98.0,16,55000000
13,30,4,127.5,3,70000000
9,19,4,180.0,123,81000000
3,5,4,84.97,27,90200000
3,8,4,153.3,124,89000000
2,6,4,166.0,22,125700000
4,6,4,192.0,1,100300000
3,7,4,183.0,1,141800000
3,4,4,192.0,16,111600000
5,7,4,184.0,15,188000000
9,18,4,165.9,12,147000000
5,7,4,158.0,3,217100000
9,12,4,144.0,15,191000000
6,6,4,212.0,1,187300000
1,7,4,167.1,3,216600000
5,6,4,162.2,30,180100000
6,11,4,170.0,15,238300000
10,10,4,212.0,1,201600000
2,7,4,161.6,22,259500000
3,7,4,158.0,15,252000000
55,95,4,296.0,12,224300000
6,7,4,271.7,15,298500000
11,20,4,109.88,95,23900000
4,24,4,133.0,24,85500000
5,8,4,164.0,12,132700000
4,6,4,166.3,15,155600000
4,5,4,164.0,15,202300000
5,9,4,172.0,15,214800000
11,11,4,303.0,15,378900000
15,15,4,103.0,35,56200000
7,14,4,190.5,2,64200000
8,30,4,175.0,25,93800000
15,44,4,216.0,70,98100000
4,7,4,140.0,30,235100000
2,6,4,184.5,27,258100000
22,59,4,126.0,41,34400000
3,5,4,109.1,18,40400000
10,11,4,100.4,24,51100000
3,9,4,101.0,27,59600000
8,8,4,184.5,5,63500000
13,32,4,117.0,24,77200000
36,38,4,146.0,24,84300000
5,25,4,171.3,12,86500000
4,6,4,168.0,27,113500000
4,5,4,181.4,15,133700000
9,16,4,205.0,22,167000000
5,18,4,163.7,12,132500000
6,10,4,182.0,6,167700000
4,25,4,193.7,4,157100000
4,7,4,196.0,15,203400000
2,11,4,168.3,15,166200000
6,9,4,65.0,47,15900000
5,19,4,92.0,67,41800000
21,26,4,120.0,4,52000000
20,36,4,123.0,35,59600000
22,36,4,122.0,35,59200000
28,30,4,200.0,79,77300000
8,8,4,185.0,5,63600000
5,14,4,118.0,15,85700000
2,6,4,165.7,22,132300000
5,12,4,157.3,1,108100000
4,6,4,165.0,27,111500000
20,22,4,200.0,9,116500000
44,65,4,192.0,12,139800000
4,10,4,196.0,15,203400000
5,12,4,140.0,15,159500000
7,7,4,212.3,22,202600000
7,7,4,261.79,3,333300000
12,24,4,114.0,25,43000000
22,22,4,100.2,28,35300000
31,39,4,106.0,24,43000000
7,13,4,120.0,23,54100000
27,42,4,106.0,20,46500000
11,17,4,144.8,9,48200000
15,16,4,109.0,20,52700000
16,51,4,179.0,28,65900000
14,16,4,127.0,5,71600000
3,5,4,85.0,27,83900000
44,53,4,157.0,24,98200000
3,7,4,118.0,30,124300000
35,73,4,185.6,12,114800000
5,12,4,155.2,24,111400000
4,4,4,212.7,110,115100000
7,8,4,193.0,3,127900000
3,14,4,150.0,15,143500000
9,12,4,143.5,15,190300000
6,6,4,340.0,3,261400000
4,14,4,86.6,10,45300000
27,28,4,110.1,23,44400000
12,41,4,97.0,24,48200000
10,19,4,185.0,24,73100000
7,20,4,177.8,39,84500000
18,32,4,187.4,4,93800000
18,18,4,230.0,18,139200000
4,12,4,201.6,15,324200000
9,10,4,101.1,30,54500000
7,21,4,140.0,20,53700000
5,6,4,113.5,22,68400000
5,7,4,125.7,22,135500000
6,7,4,230.7,22,221000000
3,7,4,255.6,15,408500000
4,5,4,99.1,23,29400000
3,7,4,100.0,55,31000000
2,10,4,94.0,82,36200000
8,9,4,107.1,74,39800000
18,22,4,124.4,28,44400000
1,5,4,81.0,22,44400000
5,15,4,122.7,109,55200000
5,6,4,113.0,22,68100000
22,22,4,145.0,33,61800000
13,13,4,0.3,13,67200000
4,5,4,165.3,82,93700000
19,23,4,172.0,6,83200000
5,24,4,120.0,3,59700000
5,14,4,125.0,18,82300000
11,13,4,141.0,12,89600000
18,18,4,187.4,4,80100000
2,6,4,123.0,12,83600000
6,8,4,160.0,1,105400000
7,8,4,193.0,3,134600000
4,6,4,190.6,24,199800000
7,41,4,105.04,12,43100000
21,25,4,140.0,102,46400000
13,14,4,95.3,24,52700000
12,13,4,192.5,2,64900000
10,21,4,100.0,71,61700000
7,25,4,166.0,19,84700000
36,48,4,145.0,24,83700000
3,29,4,120.0,3,65900000
4,12,4,99.6,27,77900000
3,25,4,135.0,19,87100000
2,14,4,130.4,24,79600000
3,18,4,149.0,24,91200000
3,17,4,104.0,16,109100000
10,14,4,129.5,24,78800000
4,12,4,102.2,24,66400000
12,19,4,123.0,62,88800000
8,12,4,136.9,24,89000000
2,17,4,160.0,24,95200000
5,19,4,160.0,24,87000000
13,23,4,200.0,33,82700000
7,13,4,192.0,1,117600000
5,5,4,101.2,12,93100000
38,39,4,233.0,24,118000000
7,8,4,192.0,3,133900000
3,17,4,194.0,24,118800000
14,17,4,186.5,24,119200000
15,21,4,178.0,12,146200000
11,17,4,160.18,12,161500000
16,18,4,141.0,12,114100000
5,20,4,165.0,12,133500000
2,4,4,141.1,12,171500000
4,12,4,184.3,15,181500000
4,7,4,195.0,15,202400000
5,8,4,176.0,15,173300000
3,14,4,252.0,15,242900000
3,6,4,155.0,15,208200000
7,10,4,273.0,3,288700000
5,5,4,126.1,17,13300000
3,9,4,62.7,126,15000000
9,9,4,63.0,56,17500000
21,22,4,101.0,26,23000000
1,6,4,77.2,74,25700000
2,8,4,86.0,61,29800000
20,26,4,102.4,23,36300000
31,37,4,96.0,24,41300000
15,32,4,109.6,61,29300000
3,17,4,145.0,37,39600000
1,5,4,76.1,15,34500000
13,24,4,92.1,32,36800000
2,6,4,111.8,51,37400000
8,13,4,88.2,5,40000000
12,29,4,112.0,25,47600000
4,6,4,87.2,1,43700000
2,23,4,134.2,19,51000000
2,4,4,73.2,27,39000000
27,27,4,80.0,25,38000000
8,9,4,147.1,84,43000000
34,47,4,87.0,127,37100000
2,7,4,110.4,6,44400000
12,28,4,111.0,23,44800000
6,8,4,90.0,1,50600000
8,27,4,108.0,24,46600000
12,16,4,140.0,2,42300000
7,33,4,128.8,29,45800000
38,48,4,93.0,5,46500000
21,29,4,114.0,102,46100000
4,40,4,81.4,24,41800000
30,40,4,94.0,24,48300000
7,14,4,95.7,24,51800000
10,14,4,91.5,24,51700000
5,7,4,124.4,13,42700000
3,42,4,89.5,20,39200000
5,8,4,100.6,35,42000000
28,51,4,108.9,24,54200000
5,14,4,98.0,24,54200000
17,18,4,100.0,5,42100000
6,14,4,98.0,24,55300000
1,6,4,95.0,15,66200000
3,18,4,161.6,107,65600000
12,15,4,176.5,25,63900000
7,30,4,113.0,55,53100000
10,25,4,95.3,19,61500000
11,22,4,86.3,9,45600000
1,4,4,100.0,1,52600000
11,16,4,119.0,9,48600000
16,19,4,220.9,114,72600000
8,14,4,125.0,10,68800000
11,15,4,103.7,27,46500000
4,32,4,145.0,24,65200000
9,9,4,104.8,1,47100000
4,6,4,110.0,22,65300000
25,28,4,135.1,20,63000000
4,32,4,145.0,24,65200000
8,23,4,106.0,80,72900000
3,18,4,184.5,107,74900000
4,6,4,110.0,22,68700000
8,9,4,129.0,20,60200000
18,19,4,118.5,71,55700000
9,30,4,165.1,25,78700000
14,38,4,175.0,13,80300000
22,27,4,146.8,24,63400000
7,22,4,143.0,70,72900000
28,29,4,116.2,9,70300000
6,12,4,115.0,1,64900000
5,10,4,136.0,18,64700000
4,21,4,150.0,24,72800000
9,21,4,200.0,102,63400000
13,14,4,95.0,24,52500000
18,25,4,98.0,25,59000000
9,30,4,127.5,3,70000000
5,22,4,128.0,2,73300000
8,14,4,92.8,24,64800000
5,59,4,142.7,115,82900000
4,59,4,138.0,115,80100000
6,13,4,151.0,1,73800000
10,28,4,153.5,2,79100000
1,16,4,122.6,15,75100000
14,26,4,104.0,25,62600000
6,53,4,100.0,12,59800000
17,19,4,140.4,9,73800000
8,15,4,105.2,19,66400000
7,19,4,140.7,9,65000000
8,19,4,140.0,9,62400000
7,25,4,166.0,19,84700000
22,25,4,159.9,3,69400000
9,14,4,192.0,27,95800000
3,5,4,86.0,27,84900000
3,5,4,86.0,27,91300000
7,48,4,141.8,28,66100000
5,10,4,184.0,6,104500000
3,25,4,135.0,19,87100000
2,4,4,117.0,15,87700000
2,14,4,130.4,24,79600000
6,9,4,176.0,76,78100000
2,4,4,117.0,15,87700000
10,30,4,168.0,25,90000000
2,12,4,136.5,24,86200000
7,10,4,154.0,30,92400000
33,37,4,152.0,9,67000000
13,19,4,170.0,9,93500000
6,12,4,136.5,24,88700000
22,22,4,140.0,20,66100000
6,8,4,143.0,27,101600000
4,7,4,160.0,15,73700000
19,53,4,144.4,24,101600000
16,20,4,90.0,12,72800000
5,12,4,136.5,24,87700000
8,12,4,136.9,24,88000000
8,12,4,137.0,24,89100000
9,16,4,143.4,27,119700000
25,33,4,151.0,24,94400000
9,9,4,180.0,15,115700000
2,7,4,163.0,15,84400000
2,6,4,135.2,12,100800000
2,6,4,165.7,22,124400000
4,6,4,192.0,1,100300000
4,61,4,220.0,4,141000000
5,6,4,170.0,27,98700000
12,13,4,148.0,24,103600000
4,5,4,160.0,12,115400000
7,12,4,172.5,12,102600000
7,8,4,193.0,3,142000000
4,8,4,160.0,16,141800000
15,21,4,200.0,12,129800000
3,11,4,147.36,15,145100000
3,11,4,147.36,15,145100000
2,6,4,162.4,12,99400000
3,5,4,201.0,22,151200000
4,15,4,140.0,15,137900000
5,5,4,210.0,12,142800000
14,14,4,151.5,1,114200000
5,7,4,189.0,15,193100000
6,9,4,182.1,6,167800000
3,8,4,240.0,3,148900000
2,8,4,125.8,12,171900000
4,9,4,125.8,15,157100000
2,5,4,179.2,15,171500000
9,18,4,165.0,12,146200000
4,22,4,214.0,4,173600000
44,69,4,190.4,12,138600000
4,6,4,171.0,15,188600000
4,7,4,195.1,15,202500000
10,11,4,152.0,18,176900000
13,21,4,160.0,12,207700000
9,11,4,199.37,15,196500000
4,12,4,184.3,15,181500000
4,12,4,184.3,15,181500000
10,20,4,205.7,12,166500000
6,9,4,172.7,15,215600000
6,13,4,153.0,15,173000000
7,8,4,233.0,15,259200000
9,11,4,199.37,15,196500000
6,11,4,168.3,15,235900000
6,7,4,220.0,15,248300000
6,7,4,215.0,15,255200000
7,17,4,208.0,22,250600000
6,6,4,340.0,3,235400000
4,8,4,201.6,15,288500000
8,9,4,191.0,24,254600000
12,12,4,176.0,22,211200000
2,10,4,262.02,24,337600000
4,6,4,177.0,15,289900000
5,6,4,245.0,30,296600000
4,7,4,252.3,15,403200000
4,7,4,252.3,15,403200000
11,11,4,303.0,15,378900000
4,6,4,231.1,15,582500000
2,9,4,70.3,17,12700000
4,9,4,63.1,42,15400000
4,5,4,63.0,72,14900000
3,9,4,63.0,9,18700000
4,16,4,132.0,93,21600000
5,10,4,91.0,40,21400000
19,25,4,108.9,17,23300000
5,22,4,101.0,118,23300000
5,16,4,105.8,17,23400000
16,16,4,97.8,17,22700000
17,25,4,91.0,81,26800000
3,10,4,118.0,40,25500000
2,5,4,102.0,17,32000000
2,14,4,110.8,8,31800000
5,5,4,73.4,27,28000000
16,22,4,97.7,81,30600000
2,15,4,87.0,37,37600000
15,24,4,125.5,110,35200000
15,18,4,100.3,128,30200000
5,16,4,76.0,6,33200000
25,27,4,79.6,25,33800000
13,23,4,125.0,25,37000000
2,6,4,105.0,35,36600000
7,20,4,108.0,71,44900000
2,18,4,111.5,2,42500000
2,33,4,142.9,29,52900000
21,26,4,140.0,102,39900000
3,6,4,71.0,22,46000000
6,15,4,147.0,102,39900000
30,30,4,129.8,102,48600000
3,16,4,108.37,13,53100000
3,8,4,95.6,62,48600000
6,6,5,103.6,3,39200000
10,17,5,153.8,21,46300000
29,31,4,141.3,39,53700000
